productId,productName,longDescription,nature_code,target_code
152,Celestial Nirvana - Palette De Fards À Paupière,<p>Entrez dans le Celestial Nirvana avec une palette de cinq teintes polyvalentes offrant trois types de définitions.</p><p>Plongez dans un monde d’art illimité. Sculptez et intensifiez votre regard avec les teintes mates soyeuses ; brillez telle une icône avec les finis irisés ; révélez votre éclat avec les couleurs métallisées captivantes. Cette palette exceptionnelle offre à la fois une opacité généreuse en un seul passage et un somptueux dégradé multidimensionnel tout en couleur.</p>,PALETYEUX,FEMME
154,M·A·C Stack Legit Lift Lash Primer - Base de Mascara,"<p>Découvrez notre base de mascara MACstack Legit Lift pour les cils ultime : Donnez du volume, de la longueur, et de la tenue à vos cils, tout en minimisant les bavures et effritements.</p><p>Sa formule contient de l'huile de graines de ricin et de la provitamine B5 pour assouplir et prendre soin de vos cils. Dotée d'une brosse innovante, la base de mascara MACstack Legit Lift donne du volume et recourbe tous les types de cils.</p><br><br>Bénéfices : <br><ul><li>Formule légère</li><li>Allonge et définit vos cils</li><li>S'utilise avec tous types de mascaras</li><li>93% trouvent que le produit aide à réduire les bavures*.</li><li>92% ont des cils qui paraissent plus longs**</li><li>92% obtiennent des cils plus allongés**</li><li>92% déclarent que leurs cils paraissent plus fournis**.</li></ul><p style=\margin-left:36.0pt;\>&nbsp;</p><p>*Testé sur 168 personnes après une semaine d'utilisation du produit.</p><p>**Test sur 177 personnes après une semaine d'utilisation du produit.&nbsp;</p>",MASCARAS,FEMME
155,Bb. Curl - Coffret Cheveux Bouclés,"<p>Apportez aux boucles et aux ondulations un mélange enrichi en huiles et en beurres.&nbsp;</p>
<br>
<p>Un coffret pour découvrir les produits de la gamme&nbsp;Bb.Curl, enrichie&nbsp;du mélange BUMBLE &amp; BUMBLE riche d'huiles et de beurres pour prendre soin de toutes les boucles.</p><p><strong>Shampooing Bb.Curl</strong>&nbsp;: nettoie et hydrate tout en douceur pour des boucles souples.</p><p><strong>Après-shampooing Bb.Curl</strong>&nbsp;: hydrate, démêle instantanément et réduit les frisottis. Il peut être utilisé de 3 façons différentes : en après-shampooing, en soin sans rinçage ou en co-wash.&nbsp;</p><p><strong>Spray (ré)activateur Bb.Curl&nbsp;</strong>: ravive, redynamise et réveille vos boucles pour leur apporter plus de rebond et de définition. Il protège de la chaleur des appareils chauffants jusqu'à 230°C et des filtres UV.&nbsp;</p><p>Convient à tous les types de boucles. Convient aux cheveux colorés.</p><p>Non testé sur les animaux.</p>
<br><br>
<p><strong>Shampooing Bb.Curl:&nbsp;</strong>Hydrate / Elimine les frisottis / Nettoie en douceur / Démêle / Brillance</p><p><strong>Après-shampooing Bb.Curl:&nbsp;</strong>Hydrate / Elimine les frisottis / Démêle / Adoucit</p><p><strong>Spray (ré)activateur Bb.Curl:&nbsp;</strong>Hydrate / Elimine les frisottis / Protège des UV / Revitalise / Tenue</p>",COFFRET,FEMME
156,"Joli Rouge Velvet - Rouge à Lèvres Tenue, Matité, Hydratation","Clarins réinterprète son iconique rouge à lèvres en version mate : une formule hydratante et sensorielle qui relève le défi d'un effet velouté parfait sans dessécher les lèvres. <br><br>
Sa texture velours légère et crémeuse glisse tout en douceur pour une application ultra-facile : une couleur intense mate illumine instantanément vos lèvres et en prend soin.",RAL,FEMME
157,Kit Day & Night - Coffret Soin Visage,"Le duo parfait qui vous accompagne jour et nuit ! <br>
Retrouvez vos essentiels pour une peau plus belle dans un seul kit : <br>
- Votre soin de nuit : l'huile SKIN THERAPY, pour agir sur la qualité de votre peau dès la première nuit. <br>
- Votre soin de jour :  La crème CENTELLA CRÈME, pour une peau gorgée d'hydratation tout au long de la journée.<br>",COFFRET,FEMME
158,PowerBright Moisturizer SPF 50 - Soin hydratant anti tâche brunes,"<img style=""width:18%; display:inline-block;"" src=""https://edge.disstg.commercecloud.salesforce.com/dw/image/v2/BCZG_STG/on/demandware.static/-/Library-Sites-SephoraV2/default/v575c67102dd6790f4395f1ba20e06f5148b020bf/LP/beaute-bio-vegan-naturelle/SEPHORA_SUSTAINABILITY_VEGAN_SEAL_RVB.png""><br><br>Ce soin hydratant SPF 50 agit pour protéger contre les tâches brunes.<br> Il apporte à la peau une hydratation quotidienne tout en luttant contre le stress oxydatif causé par la pollution atmosphérique.
Bénéfices clés:<br>
- Protège la peau des taches brunes<br>
- Lutte contre le stress oxydatif causé par la pollution de l'air<br>
- Unifie le teint et aide à réduire l'hyperpigmentation<br>
Pour les peaux hyper-pigmentées, sujettes aux taches, les teints ternes et irréguliers<div><p><strong>Vegan : </strong>Des produits sans ingrédient d’origine animale.</p></div>",CREM JOUR,FEMME
159,Vernis à Lèvres - Rouge à Lèvres Longue Tenue Couleur Intense,"Vernis à Lèvres. Couleur, Brillance, Tenue. Tout, Terriblement.<br><br>

Plus rock & rebelle que jamais, vibrez au rythme de la révolution Vernis à Lèvres.<br>
Les lèvres reviennent sous le feu des projecteurs. Plus audacieuses et vibrantes que jamais.<br><br>

UNE NOUVELLE GÉNÉRATION DE MAQUILLAGE DES LÈVRES<br>
Vernis à Lèvres par Yves Saint Laurent offre une formule révolutionnaire. Un film ultrafin enrobe les lèvres d’une couleur intense et d’une brillance ultra longue tenue. Une texture légère qui se fond avec les lèvres. Une sensation de légèreté inédite. Une brillance nouvelle génération qui ne colle pas mais qui tient, enfin.<br><br>

COULEUR. BRILLANCE. TENUE.<br>
Adoptez l'intensité d'une couleur vibrante qui infuse durablement les lèvres d'une brillance laquée haute résonnance. Vernis à Lèvres combine l’intensité d’un rouge à lèvres, la brillance d’un gloss et la tenue d’une encre à lèvres.<br>
Oubliez les compromis. Osez tout avoir. Ici et maintenant.<br><br>

Préparez-vous à un choc de couleurs, d’intensité et de brillance. La légende des lèvres est de retour.",RAL,FEMME
161,The Shampoo - Le Shampooing,"Issu de plus de 30 années d'innovation scientifique, The Shampoo est un soin capillaire inédit qui lave les cheveux en douceur et les soigne de l'intérieur tout en leur apportant volume et brillance. Il stimule la pousse tout en renforçant les cheveux depuis la racine. Les cheveux sont nourris et hydratés instantanément, pour un résultat visible et durable.",SHAMPOINGS,FEMME
162,Scalp Treatment - Soin cuir chevelu,"Soin intensif &agrave; base de piroctone olamine et de climbazole. Aide &agrave; &eacute;liminer les pellicules et att&eacute;nue les sensations d'irritations du cuir chevelu. Contient Ocean Silk Technology<sup>(1)</sup><br />Essence de romarin, menthol, acide salicylique et extrait de gingembre. Apaise l&rsquo;irritation et les rougeurs et maintient le taux d&rsquo;hydratation du cheveu et du cuir chevelu. <br /><br />Ce soin peut &ecirc;tre utilis&eacute; en compl&eacute;ment de toute routine de nettoyage Sachajuan. <br />Choisissez un shampoing et un apr&egrave;s-shampoing Sachajuan en fonction de votre type de cheveu ou appliquez-le apr&egrave;s un shampoing du cuir chevelu pour un effet optimal.<br /><br />Comment l'utiliser ?<br />S&eacute;parez les cheveux et appliquez directement sur le cuir chevelu. Massez et laissez agir.",SHAMPOINGS,FEMME
163,Crème Prodigieuse Boost - Crème Soyeuse Multi-Correction,"Cette nouvelle génération de soin Multi-Correction, enrichi d’un complexe anti-oxydant à la Fleur de Jasmin, lutte contre les effets néfastes de votre style de vie intense (fatigue, stress) et de l’environnement urbain sur votre peau.
Dès la 1ère application, idéalement hydratée et nourrie, votre peau est souple et confortable.
Jour après jour, la luminosité du teint est boostée et les 1ers signes de l’âge sont estompés : la peau est lissée, défroissée, plus rebondie.
Comme énergisée, elle resplendit d’un teint éclatant de santé.",CREM JOUR,FEMME
164,Hydra-Global Programme Découverte - Coffret soin visage,"Hydra-Global 40 ml, le soin formulé pour désaltérer intensément les peaux déshydratées. La peau parait rebondie, plus souple et plus lumineuse. Appliquer matin et soir sur visage et cou.<br>
Eau Efficace 30 ml, l'eau démaquillante sans rinçage, douce et sensorielle. 3 en 1, elle démaquille visage et yeux, nettoie et tonifie la peau.<br>
Hydra-Global Sérum 5 ml, le sérum qui aide à réactiver les mécanismes naturels d'hydratation de la peau. Hydratée en continu, la peau est souple, le teint rayonnant, les rides paraissent visiblement estompées. Matin et soir.   <br>
Crème Cou 10 ml, Le soin 3 en 1 qui tonifie, affine le cou et regalbe l'ovale du visage. Immédiatement, les ridules sont estompées. Au fil des applications, l'ovale est plus net, comme regalbé.",COFFRET,FEMME
165,BOSS The Scent - Coffret Eau de Toilette,"Partagez un moment magique avec lui en cette fin d'année avec cet irrésistible coffret BOSS The Scent.<br><br>

BOSS The Scent séduit avec le fruit du Maninka, sa note de coeur aphrodisiaque provenant d'Afrique du Sud, qui provoque une sensation inoubliable... <br>

Les notes exquises de gingembre imprègnent et stimulent l'homme The Scent. Les senteurs exotiques du fruit du Maninka envahissent ses sens. La sensualité du cuir se dévoile au fil du temps et lui confère une masculinité magnétique. <br><br>

Le Gel Douche BOSS The Scent nettoie et rafraîchit, laissant la peau délicatement parfumée par les notes séductrices de la fragrance. <br><br>",COFFRET,HOMME
166,Powder Kiss Liquid Lipcolour - Rouge à lèvres Liquide Mat,"<p><b>Faites l'expérience d'un souffle velouté aérien sur vos lèvres avec le rouge à lèvres Powder Kiss - qui floute et hydrate les lèvres pendant 10 heures.</b></p><p>

<b>Le&nbsp;Powder Kiss Liquid Lipcolour </b>est un rouge à lèvres hydratant qui laisse sur les lèvres une couleur floue, mais mate, pour créer un effet vraiment doux.<br>
La texture mousse du produit épouse les lèvres avec une couvrance moyenne intensifiable à la couleur qui reste franche et agréable sur les lèvres toute la journée (10 heures).<br>
<br>
La formule procure une hydratation immédiate pendant 10 heures - ce qui assure que les lèvres sont souples toute la journée - sans faire de stries, sans plaquer ni s'effriter.&nbsp;
La formule ne pâlit pas et ne fait pas de dépôts.<br>
<br>
<b>Pourquoi on aime les rouges à lèvres Powder Kiss Liquid?</b><br>
- Hydratation immédiate et pendant 10 heures<br>
- Effet lissant mat flouté<br>
- Couleur floue mais mate<br>
- Longue tenue, 8heures<br>
- Effet poids plume<br>
- Ne pâlit pas<br></p>",RAL,FEMME
169,Sous un mimosa de Provence - Eau de Toilette Intense,"Toujours à l'affût de nouveaux horizons olfactifs, REMINISCENCE choisit un retour aux sources avec cet hommage à la senteur délicate et enivrante des petits pompons jaunes, symbole du renouveau de la nature sur la Côte d'Azur. <br><br>Cette fragrance met en lumière les plus belles facettes de l'absolue de mimosa : poudrées, florales, vertes, miellées et amandées. <br><br>Enveloppé dans un cocon ambré musqué mariant fève tonka crémeuse, santal lacté, patchouli boisé et muscs chauds, ce mimosa solaire et lumineux renoue avec la signature olfactive de la marque depuis ses débuts. ",EAUTOIL,FEMME
170,Black Opium Floral Shock - Eau de Parfum,"BLACK OPIUM Floral Shock, Eau De Parfum par Yves Saint-Laurent, la promesse d’une féminité paradoxale. Wild et sophistiquée.
<br><br>
L’HISTOIRE<br>
La sensualité florale du parfum BLACK OPIUM Floral Shock incarne la facette la plus féminine et mystérieuse de la femme Black Opium.
<br><br>
Un véritable shoot de fraicheur. Une dose d’adrénaline. Une addiction nouvelle à couper le souffle.
<br><br>
LE FLACON<br>
La rencontre du Noir étincelant et du Rose lumineux. Un contraste sensuel. Le flacon iconique du parfum BLACK OPIUM Floral Shock se dénude dans un dégradé givré et scintillant. A l’intérieur, le choc s’accélère. Un élixir rose, précieux et éclatant traverse le cœur de ce joyau sombre et pailleté.
<br><br>
L’OLFACTION<br>
BLACK OPIUM Floral Shock, le premier Café Floral Solaire. Une nouvelle écriture en clair-obscur, où l’intensité du café et la lumière éclatante du Freesia et du Golden Gardénia s’entrechoquent, rafraîchies par la transparence fruitée de la poire.",EAUPARFUM,FEMME
171,The Ritual of Samurai - Coffret Soin et Bain Tonifiant S,"Offrez une expérience unique à un proche ou à vous-même.<br> Maîtrisez l'art d'une apparence parfaite avec ce coffret The Ritual of Samurai. <br>Il contient un gel douche rafraîchissant 50 ml, une mousse de douche Classic 70 ml, une crème de rasage 70 ml et un déodorant anti-transpirant 50 ml.",COFFRET,HOMME
172,Diorshow Maximizer 3D - Base-sérum mascara triple action,"Diorshow Maximizer 3D, l'iconique base-sérum mascara Dior, augmente les performances du mascara et améliore jour après jour l'aspect des cils. <br>
Une formule triple action - volume, courbe et longueur - pour des cils surdimensionnés, instantanément et pendant 24 h<sup>(1)</sup>. Au fil des jours, les cils sont comme plus forts, plus lisses et plus souples grâce à l'action soin de Diorshow Maximizer 3D.
<br><br>
Inspirée du motif Diormania, la bague de cette base-sérum mascara dévoile un nouveau look couture.
<br><br>
Instantanément, appliqué avec les mascaras Dior : <br>
- Volume x 3<sup>(2)</sup><br>
- Courbe + 91 %<sup>(2)</sup><br>
- Longueur + 43 %<sup>(2)</sup>
<br><br>
Jour après jour, avec une application quotidienne : <br>
- Volume + 43 %<sup>(3)</sup><br>
- Courbe + 36 %<sup>(3)</sup>
<br><br>
Respectueuse des yeux sensibles, la nouvelle texture baume de Diorshow Maximizer 3D enrobe chaque cil d'un film dense et aérien.<br> Enrichie en extrait floral de bleuet, la formule révèle l'éclat, l'intensité et la couleur du mascara. <br>Jour après jour, le nectar de coton contribue à protéger et à gainer la frange des cils tandis que l'extrait de baie, ingrédient d'origine naturelle, participe à les revitaliser.
<br><br>
<p class=""mention9"">(1) Test instrumental sur 20 sujets.</p> <br>
<p class=""mention9"">(2) Tests instrumentaux sur 16 sujets. Comparaisons à T immédiat cils nus vs cils maquillés avec Diorshow Maximizer 3D et mascaras Dior.</p> <br>
<p class=""mention9"">(3) Évaluation clinique sur 28 femmes après 1 mois d'utilisation. </p>",MASCARAS,FEMME
173,N°1 DE CHANEL - Recharge Crème Revitalisante,"Le camélia rouge n’est pas une fleur comme les autres, c’est l’ingrédient N°1 DE CHANEL : une fleur aux pouvoirs revitalisants, qui doit sa jeunesse persistante à une extraordinaire énergie. <br>La Recherche de CHANEL lui a emprunté ses pouvoirs exceptionnels pour créer une nouvelle génération de produits de soins, de maquillage et une eau parfumée.<br>Au cœur de la ligne éco-responsable, N°1 DE CHANEL, l’extrait de camélia rouge intervient sur l’étape N°1 du vieillissement de la peau, prévient et corrige l’apparence des 5 signes de l’âge. Après l’application du rituel de soins N°1 DE CHANEL, les rides sont estompées, les pores visiblement affinés, l’élasticité de la peau retrouvée. Elle est plus confortable, éclatante de vitalité.<br><br>Concentrée en extrait et en huile de camélia rouge, la crème N°1 DE CHANEL contient 95 % d’ingrédients d’origine naturelle et 70 % d’ingrédients dérivés du camélia. Cette crème, à la texture veloutée, lisse visiblement les rides et apporte douceur et éclat à la peau. Elle la protège des agressions extérieures pour une peau éclatante de jeunesse.<br>Le sérum et la crème agissent en parfaite synergie, la peau est perçue protégée des agressions extérieures + 66 %(1) et de la pollution + 87 %<sup>(1)</sup> . Elle paraît plus belle jour après jour + 49 %<sup>(2)</sup> .<br><br><p class=""mention9"">(1) Auto-évaluation immédiatement après utilisation, par 100 femmes.<br><p class=""mention9"">(2)   Auto-évaluation immédiatement après utilisation, par 81 femmes.",CREM JOUR,FEMME
174,Say It Loud - Rouge à lèvres,Une formule satinée déclinée en dix tons de couleurs percutantes pour les lèvres.  <br>Des couleurs haute tenue qui feront effet.,RAL,FEMME
175,Blondage High Bright - Shampooing éclat pour cheveux blonds,"Découvrez toute l'efficacité de Redken ! Grâce à une approche unique basée sur la science, nos produits sont élaborés pour apporter hydratation et protéines en respectant le pH du cheveu. Testés dermatologiquement et recommandés par les professionnels de la coiffure. Blondage High Bright est une gamme de soins capillaires conçue pour les blondes (hauteur de ton 7 à 10) qui cherchent à apporter de l'éclat pour les cheveux ternes, assombris ou matifiés. A base de vitamine C, connue pour ses bienfaits éclaircissants dans les soins de la peau, et notre Complexe Soin Éclat, cette gamme est formulé avec des chélateurs pour des résultats instantanés.",SHAMPOINGS,FEMME
176,Ultimune - Sérum anti-âge iconique de Shiseido,"Le sérum iconique n° 1 de Shiseido, Ultimune Concentré Activateur Energisant se réinvente dans une version enrichie en bénéfices anti-âge pour une peau saine et vibrante. <br><br>

Ultimune est un sérum anti-âge universel qui hydrate et protège la peau contre les signes de stress, de vieillissement et de pollution.<br><br>

Ce sérum de Shiseido est formulé avec l'ImuCalm Compound™, en association avec le lotus et la rose, pour renforcer la résistance de la peau et la protéger des agressions extérieures. Active les défenses internes de la peau et stimule sa vitalité pour révéler son état optimal.<br>
Formulé avec des ingrédients d'origine végétale tels que le ginkgo, les graines de lotus et le shiso, pour contrer les effets de la pollution.<br>
Contient du reishi (champignon) et de l'extrait de racine d'iris pour optimiser l'action revitalisante sur la peau.<br>
Enrichi en complexe Ultimune et en extrait de roselle fermentée.<br>
À l'extrait d'herbe de poivrier pour nourrir la peau et favoriser sa vitalité et sa résistance face au vieillissement.<br><br>
 
Immédiatement après l'application, la peau est plus lisse et intensément hydratée. <br>
Après 3 jours, la peau est visiblement plus éclatante.<sup>(1)</sup><br>
Après 1 mois, la peau est plus ferme<sup>(2)</sup> et semble renforcée<sup>(3)</sup>. Après un flacon, les rides sont visiblement atténuées<sup>(4)</sup>, la peau paraît plus jeune, comme renouvelée.<sup>(5)</sup><br>
<p class=""mention9"">(1)Test consommateur réalisé sur 103 volontaires</p><br>
<p class=""mention9"">(2)Test clinique réalisé sur 32 volontaires</p><br>
<p class=""mention9"">(3)Test consommateur réalisé sur 95 volontaires</p><br>
<p class=""mention9"">(4)Test clinique réalisé sur 90 volontaires</p><br><p class=""mention9"">(5)test consommateur réalisé sur 115 volontaires, après 8 semaines</p><br><br>

Convient à tous les types de peaux. Testé sous contrôle dermatologique. ",SERUM,FEMME
177,Eau Dynamisante - Coffret Noël Soin Corps,"Le cadeau idéal à offrir ou à se faire offrir pour Noël !<br>
Le coffret  de la célèbre Eau Dynamisante Clarins qui associe le parfum et l'action des plantes pour « sentir bon et se sentir bien ».<br>
L'eau dynamisante tonifie, revitalise et laisse la peau délicatement douce et parfumée.<br>
MADE IN FRANCE<sup>(1)</sup><br><p class=""mention9"">(1) Fabriqué en France</p>",COFFRET,FEMME
178,Glow One Step Further - Coffret Soin Visage,"Redécouvrez votre éclat naturel. Notre Kit Éclat Parfait est rempli d'ingrédients qui redonnent à votre peau son l'éclat, notamment des AHAs, des BHAs, de la vitamine C et du magnésium, afin de revitaliser les peaux ternes ou fatiguées et de leur redonner bonne mine.<br><br>
- Lotion Tonique AHA Ready Steady Glow<br>
Cette lotion tonique quotidienne, enrichie en AHA, exfolie la peau en douceur tout en redonnant de la luminosité au teint. En stimulant le processus naturel d'exfoliation, l'Acide lactique dissout les cellules mortes et tonifie la peau. Reconnu pour ses propriétés éclaircissantes, l'Acide Azelaïque booste l'éclat du teint tout en prévenant l'apparition des imperfections. Quant à la Salicine, issue de l'extrait d'écorce de saule, elle resserre les pores et affine le grain de peau !<br> <br> - Gel Crème Éclat Quotidien À La Vitamine C&nbsp;<br> Découvrez notre crème hydratante pour le visage qui ne provoque pas d'irritation et convient à tous les types et teints de peau. Et oui, même les peaux sensibles peuvent obtenir leur éclat...<br> Avec un mélange éclaircissant de vitamine C stabilisée, de magnésium et d'extrait de Tara Pod, il s'agit d'une crème pour le visage qui améliore votre éclat naturel et vous permet de rayonner à votre façon.<br> <br> - Glycol Lactic Masque Éclat Peau Neuve Radiance 15ml<br> Idéal pour donner un coup de fouet aux teints ternes, ce masque peeling doux réduit visiblement les ridules et les imperfections. <br> Formulé à partir d'acides de fruits, il exfolie, nettoie et booste l'éclat de la peau.",CREM JOUR,FEMME
179,Vodka on the Rocks - Eau de Parfum,"Inspiration :  La sensation de fraîcheur d'une vodka sur glace. <br><br>

Histoire :  Associant la fraîcheur d'épices comme la cardamome et la coriandre à des aldéhydes en notes de tête, Vodka on the Rocks évoque le breuvage à « l'effet givré », dans un verre en cristal étincelant. Accord rhubarbe amère, splash lumineux de rose et muguet trouvent l'équilibre en fond avec une sublime note cuirée mariant bois de santal et mousse de chêne. <br><br>


Famille olfactive : Agrumes frais - une gorgée d'agrumes pétillants, de notes aquatiques ou d'aldéhydes rafraichissants. <br><br>

Parfumeur : Sidonie Lancesseur",EAUPARFUM,FEMME
180,Invictus - Coffret Eau de Toilette,"Offrez l'incontournable coffret INVICTUS aux hommes de votre entourage. <br>Un cadeau éblouissant renfermant une Eau de Toilette INVICTUS Paco Rabanne de 100 ml et son travel spray de 10 ml. <br>Cette Eau de Toilette boisée pour homme dévoile des notes marines, rehaussées du piquant du pamplemousse.",COFFRET,HOMME
181,Clear Improvement - Nettoyant Exfoliant Purifiant Poudre Au Charbon Actif,"Du Charbon Actif pour une peau nette et purifiée ! <br><br>

Au contact de l'eau, cette poudre au Charbon Actif de Bambou se transforme en un nettoyant crémeux et effervescent. La formule exfoliante aide à éliminer les cellules ternes et mortes. La peau est plus douce, plus lisse et rafraîchie et le teint est radieux ! Une peau parfaitement purifée !
<br><br>
Notes olfactives : mélange d'Huiles Essentielles 100% naturelles de Clou de Girofle, Romarin et Menthe Verte.
<br><br>
Pour quel type de peau ?<br>
Idéal pour les peaux mixtes et grasses. Peu recommandé pour les peaux sèches ou sensibles.
<br><br>
Quel rythme d'application ?<br>
A utiliser en fonction des besoins.
<br><br>
Astuces : Utiliser le nettoyant Clear Improvement en exfoliant ponctuel avec seulement quelques gouttes d'eau. Il est également un nettoyant sec idéal à emporter en voyage.
<br><br>
Partagez vos photos avec nous sur Instagram grâce au #originsfrance",NETTOYANT,FEMME
182,Vacay in a Bottle Miniature Set - Coffret parfum miniature,"<p>Votre passeport pour des destinations de rêve... Laissez-vous emporter par le pouvoir des parfums grâce à notre tout nouveau coffret miniature Vacay in a Bottle, en<span style=""font-weight: bold;""> édition limitée</span> !&nbsp;</p><p>À la fois ludique et sophistiqué, ce coffret éveille vos sens et votre envie de voyager à travers quatre destinations parfumées imaginées par KAYALI.</p><p>Laissez libre cours à votre imagination et créez votre propre signature olfactive grâce à ce coffret idéal à offrir et à emporter en voyage, composé de nos flacons miniatures de luxe de 10 ml hauts en couleur !</p><p>Portez-les seuls ou superposez-les pour élaborer votre propre composition.</p><p><span style=""font-weight: bold;"">Ce coffret contient :</span><br></p><p><span style=""font-weight: bold;"">1 x 10 ml Marrakesh in a Bottle Orange Blossom | 24 Eau de Parfum</span><br></p><p>Profil : Sensuel, mystérieux, chaleureux</p><p>Famille de parfum : Frais</p><p>Notes principales : Bergamote, fleur d'oranger, poivre rose, rose turque, néroli, bois de cèdre</p><p><span style=""font-weight: bold;"">1 x 10 ml Capri in a Bottle Lemon Sugar | 14 Eau de Parfum</span></p><p>Profil : Lumineux, addictif, sucré</p><p>Famille de parfum : Frais</p><p>Notes principales : Citron, sucre, freesia, framboise, vanille, musc</p><p><span style=""font-weight: bold;"">1 x 10 ml Maui in a Bottle Sweet Banana | 37 Eau de Parfum&nbsp;</span></p><p>Profil : Doux, solaire, agréable</p><p>Famille de parfum : Frais</p><p>Notes principales : Banane, poire, crème de noix de coco, jasmin, bois de santal, vanille</p><p><span style=""font-weight: bold;"">1 x 10 ml Maldives in a Bottle Ylang Coco | 20 Eau de Parfum&nbsp;</span></p><p>Profil : Aquatique, calme, rafraîchissant</p><p>Famille de parfum : Frais</p><p>Notes principales : Romarin, citron sauvage, carambole, fleur de bananier, ylang-ylang, lait de coco</p><p>Tous les parfums sont fabriqués en France et sont cruelty-free !</p>",COFFRET,FEMME
183,Screen Queen Eyeshadow Palette - Palette de fards à paupières,"S'inspirant de l'ère clinquante de l'Age d'Or de Hollywood, la palette de fards à paupières Zoeva Screen Queen offre un ensemble de teintes très riches et pigmentées. Cette palette offre un éventail de nuances faciles à estomper qui comprennent un doux rose mat, un rose gold pailleté, un pêche captivant, un argenté glacé brillant, un bleu nuit étincelant et un taupe scintillant. <br><br>

Cette palette de fards à paupières Zoeva Screen Queen vous permet des looks de maquillage impeccables.<br><br>

Finis : Duo-Chrome, Mat, Brillant, Satiné<br>
La formulation des fards à paupières est facile et offre une forte pigmentation.",PALETYEUX,FEMME
184,Gel crème hydratant visage,"<img style=""width:18%; display:inline-block;"" src=""https://edge.disstg.commercecloud.salesforce.com/dw/image/v2/BCZG_STG/on/demandware.static/-/Library-Sites-SephoraV2/default/v575c67102dd6790f4395f1ba20e06f5148b020bf/LP/beaute-bio-vegan-naturelle/SEPHORA_SUSTAINABILITY_VEGAN_SEAL_RVB.png""><br><br>Le gel-crème visage Respire est à <span style=""font-weight: bold;"">98% d'ingrédients d'origine naturelle</span>, <span style=""font-weight: bold;"">vegan</span>, fait en France, <span style=""font-weight: bold;"">recyclé et recyclable</span>. <br><br>
Il est enrichi aux extraits de fleur apaisants de millepertuis, qui aident à protéger la peau.
Il contient de l'huile d'amande douce, aux propriétés relipidantes, qui nourrit la peau.
Et enfin, du sodium hyaluronate: puissant actif hydratant, il redonne de l'éclat à la peau.
<br>
Gel crème aux notes fruitées<div><p><strong>Vegan : </strong>Des produits sans ingrédient d’origine animale.</p></div>",CREM JOUR,FEMME
185,Glitter top coat mascara - Mascara pailleté,"<span style=""font-weight: bold;"">POURQUOI ON AIME ?</span><br>
Pour un look rock'n roll et totalement shiny<sup>(2)</sup>!<br><br>

Illuminez votre regard de reflets dorés et argentés, grâce à ce top coat mascara SEPHORA COLLECTION. Avec sa formule intensément pailletée, il peut s'appliquer par dessus votre mascara habituel, ou bien seul pour un look totalement shiny<sup>(2)</sup>!<br><br><span style=""font-weight: bold;"">

Pour quel type de maquillage ?</span><br>
Longue-tenue, il vous accompagnera tout au long de la soirée, pour un look plus étincelant que jamais. <br>
Ce mascara est disponible en 2 couleurs, doré et argenté, pour un maquillage assurément intensément pailleté.<br><br><span style=""font-weight: bold;"">

Les + :</span><br>
- Une formule longue tenue et intensément pailletée. Un effet modulable.<br>
- Peut s'appliquer seul ou bien par-dessus son mascara habituel.<br>
- A adopter sans hésitation !<br><br>

<p class=""mention9"">(1) Top coat mascara pailleté</p> <br>
<p class=""mention9"">(2) Brillant</p>",MASCARAS,FEMME
186,Moisture Boost Gel Day Cream - Crème de jour hydratante,"Moisture Boost Gel Crème de Jour hydrate instantanément la peau. <br>Le gel-crème rafraîchissant est riche en ingrédients marins, source d'hydratation : l'eau de mer et le plancton hydratent instantanément la peau. <br>Le triple acide hyaluronique renforce l'hydratation de l'épiderme/ nourrit la peau et aide à prévenir les rides et ridules.",CREM JOUR,FEMME
187,Instant Pore Perfector - Perfecteur de Pores,"<img style=""width:18%; display:inline-block;"" src=""https://edge.disstg.commercecloud.salesforce.com/dw/image/v2/BCZG_STG/on/demandware.static/-/Library-Sites-SephoraV2/default/v575c67102dd6790f4395f1ba20e06f5148b020bf/LP/beaute-bio-vegan-naturelle/SEPHORA_SUSTAINABILITY_CLEAN_SEAL_RVB.png""><img style=""width:18%; display:inline-block;"" src=""https://edge.disstg.commercecloud.salesforce.com/dw/image/v2/BCZG_STG/on/demandware.static/-/Library-Sites-SephoraV2/default/v575c67102dd6790f4395f1ba20e06f5148b020bf/LP/beaute-bio-vegan-naturelle/SEPHORA_SUSTAINABILITY_VEGAN_SEAL_RVB.png""><br><br>Un perfecteur de pores léger et sans silicone qui floute instantanément les pores et réduit les rougeurs, tout en améliorant la texture de la peau au fil du temps.<div><p><strong>Vegan : </strong>Des produits sans ingrédient d’origine animale.</p></div><p>Pour découvrir nos partis-pris Clean at Sephora et Planet aware at Sephora, cliquez <a target=""_blank"" rel=""noopener noreferrer"" href=""https://www.sephora.fr/beaute-responsable.html"">ici</a></p>",CREM JOUR,FEMME
